Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10,Var1_11,Var1_12,Var1_13,Var1_14,Var1_15,Var1_16,Var1_17,Var1_18,Var1_19,Var1_20,Var1_21,Var1_22,Var1_23,Var1_24,Var1_25,Var1_26,Var1_27,Var1_28,Var1_29,Var1_30,Var1_31,Var1_32,Var1_33,Var1_34,Var1_35,Var1_36,Var1_37,Var1_38,Var1_39,Var1_40,Var1_41,Var1_42,Var1_43,Var1_44,Var1_45,Var1_46,Var1_47,Var1_48,Var1_49,Var1_50,Var1_51,Var1_52,Var1_53,Var1_54,Var1_55,Var1_56,Var1_57,Var1_58,Var1_59,Var1_60,Var1_61,Var1_62,Var1_63,Var1_64,Var1_65,Var1_66,Var1_67,Var1_68,Var1_69,Var1_70,Var1_71,Var1_72,Var1_73,Var1_74,Var1_75,Var1_76,Var1_77,Var1_78,Var1_79,Var1_80,Var1_81,Var1_82,Var1_83,Var1_84,Var1_85,Var1_86,Var1_87,Var1_88,Var1_89,Var1_90,Var1_91,Var1_92,Var1_93,Var1_94,Var1_95,Var1_96,Var1_97,Var1_98,Var1_99,Var1_100,Var1_101
0,0.791999999999994,1.568,2.328,3.072,3.8,4.512,5.208,5.888,6.552,7.2,7.832,8.448,9.048,9.632,10.2,10.752,11.288,11.808,12.312,12.8,13.272,13.728,14.168,14.592,15,15.392,15.768,16.128,16.472,16.8,17.112,17.408,17.688,17.952,18.2,18.432,18.648,18.848,19.032,19.2,19.352,19.488,19.608,19.712,19.8,19.872,19.928,19.968,19.992,20,19.992,19.968,19.928,19.872,19.8,19.712,19.608,19.488,19.352,19.2,19.032,18.848,18.648,18.432,18.2,17.952,17.688,17.408,17.112,16.8,16.472,16.128,15.768,15.392,15,14.592,14.168,13.728,13.272,12.8,12.312,11.808,11.288,10.752,10.2,9.632,9.048,8.448,7.832,7.2,6.552,5.88800000000001,5.20799999999999,4.512,3.8,3.072,2.32800000000001,1.56799999999999,0.791999999999994,0
3.95999999999997,3.92,3.84,3.76,3.68000000000001,3.59999999999999,3.52,3.44,3.36,3.28,3.2,3.12,3.03999999999999,2.96,2.88,2.8,2.72,2.63999999999999,2.56,2.48000000000001,2.39999999999999,2.32,2.24000000000001,2.16,2.08,1.99999999999999,1.92,1.84,1.76,1.68,1.6,1.52,1.44,1.36,1.27999999999999,1.19999999999999,1.12,1.04,0.960000000000001,0.880000000000001,0.800000000000001,0.720000000000001,0.640000000000001,0.56,0.48,0.4,0.32,0.24,0.16,0.0800000000000001,0,-0.0800000000000001,-0.16,-0.24,-0.32,-0.4,-0.48,-0.56,-0.640000000000001,-0.720000000000001,-0.800000000000001,-0.879999999999992,-0.960000000000001,-1.04000000000001,-1.12,-1.19999999999999,-1.27999999999999,-1.36,-1.44000000000001,-1.52,-1.59999999999999,-1.68,-1.76,-1.84,-1.92,-1.99999999999999,-2.07999999999999,-2.16,-2.24000000000001,-2.32,-2.39999999999999,-2.47999999999999,-2.56000000000001,-2.64000000000002,-2.71999999999999,-2.79999999999999,-2.87999999999999,-2.96000000000002,-3.04000000000002,-3.11999999999999,-3.19999999999999,-3.27999999999999,-3.36000000000001,-3.44000000000002,-3.51999999999999,-3.59999999999999,-3.67999999999999,-3.76000000000002,-3.84000000000003,-3.91999999999999,-3.95999999999997
